BGC Subzone,BEU_#,Name,Script rule,Change to BEU =
SWBmks,SM,Subalpine Meadow,Allowed,
BAFAun,SP,Slow Perennial Stream,Error,RI
BAFAunp,SP,Slow Perennial Stream,Error,RI
BWBSdk,SP,Slow Perennial Stream,Error,RI
BWBSmk,SP,Slow Perennial Stream,Error,RI
BWBSmw,SP,Slow Perennial Stream,Error,RI
BWBSwk,SP,Slow Perennial Stream,Error,RI
CMAun,SP,Slow Perennial Stream,Error,RI
CMAunp,SP,Slow Perennial Stream,Error,RI
CWHvh,SP,Slow Perennial Stream,Error,RI
CWHvm,SP,Slow Perennial Stream,Error,RI
CWHws,SP,Slow Perennial Stream,Error,RI
ESSFmc,SP,Slow Perennial Stream,Error,RI
ESSFmcp,SP,Slow Perennial Stream,Error,RI
ESSFmk,SP,Slow Perennial Stream,Error,RI
ESSFmkp,SP,Slow Perennial Stream,Error,RI
ESSFmm,SP,Slow Perennial Stream,Error,RI
ESSFmmp,SP,Slow Perennial Stream,Error,RI
ESSFmv,SP,Slow Perennial Stream,Error,RI
ESSFmvp,SP,Slow Perennial Stream,Error,RI
ESSFun,SP,Slow Perennial Stream,Error,RI
ESSFunp,SP,Slow Perennial Stream,Error,RI
ESSFvc,SP,Slow Perennial Stream,Error,RI
ESSFwc,SP,Slow Perennial Stream,Error,RI
ESSFwcp,SP,Slow Perennial Stream,Error,RI
ESSFwcw,SP,Slow Perennial Stream,Error,RI
ESSFwk,SP,Slow Perennial Stream,Error,RI
ESSFwv,SP,Slow Perennial Stream,Error,RI
ESSFwvp,SP,Slow Perennial Stream,Error,RI
ESSFxv,SP,Slow Perennial Stream,Error,RI
ICHmc,SP,Slow Perennial Stream,Error,RI
ICHmm,SP,Slow Perennial Stream,Error,RI
ICHvk,SP,Slow Perennial Stream,Error,RI
ICHwk,SP,Slow Perennial Stream,Error,RI
IMAun,SP,Slow Perennial Stream,Error,RI
MHmm,SP,Slow Perennial Stream,Error,RI
MHmmp,SP,Slow Perennial Stream,Error,RI
SBPSdc,SP,Slow Perennial Stream,Error,RI
SBPSmc,SP,Slow Perennial Stream,Error,RI
SBPSmk,SP,Slow Perennial Stream,Error,RI
SBSdh,SP,Slow Perennial Stream,Error,RI
SBSdk,SP,Slow Perennial Stream,Error,RI
SBSdw,SP,Slow Perennial Stream,Error,RI
SBSmc,SP,Slow Perennial Stream,Error,RI
SBSmc2,SP,Slow Perennial Stream,Error,RI
SBSmc3,SP,Slow Perennial Stream,Error,RI
SBSmh,SP,Slow Perennial Stream,Error,RI
SBSmk,SP,Slow Perennial Stream,Error,RI
SBSmw,SP,Slow Perennial Stream,Error,RI
SBSvk,SP,Slow Perennial Stream,Error,RI
SBSwk,SP,Slow Perennial Stream,Error,RI
SWBmk,SP,Slow Perennial Stream,Error,RI
SWBmks,SP,Slow Perennial Stream,Error,RI
CWHvh,SR,Sitka Spruce - Black Cottonwood Riparian,Allowed,
CWHvm,SR,Sitka Spruce - Black Cottonwood Riparian,Allowed,
CWHwm,SR,Sitka Spruce - Black Cottonwood Riparian,Allowed,
CWHws,SR,Sitka Spruce - Black Cottonwood Riparian,Allowed,
MHmm,SR,Sitka Spruce - Black Cottonwood Riparian,Allowed,
MHmmp,SR,Sitka Spruce - Black Cottonwood Riparian,Error,HP
CWHvh,ST,Subtidal Marine,Allowed,
CWHvm,ST,Subtidal Marine,Allowed,
CWHwm,ST,Subtidal Marine,Allowed,
BAFAun,SU,Subalpine Shrub/Grassland,Error,AS
BAFAunp,SU,Subalpine Shrub/Grassland,Error,AS
BWBSdk,SU,Subalpine Shrub/Grassland,Error,MS
BWBSmk,SU,Subalpine Shrub/Grassland,Error,MS
BWBSmw,SU,Subalpine Shrub/Grassland,Error,MS
BWBSwk,SU,Subalpine Shrub/Grassland,Error,MS
ESSFmc,SU,Subalpine Shrub/Grassland,Error,SG
ESSFmcp,SU,Subalpine Shrub/Grassland,Allowed,
ESSFmk,SU,Subalpine Shrub/Grassland,Allowed,
ESSFmm,SU,Subalpine Shrub/Grassland,Error,SG
ESSFmmp,SU,Subalpine Shrub/Grassland,Allowed,
ESSFmv,SU,Subalpine Shrub/Grassland,Error,SG
ESSFmvp,SU,Subalpine Shrub/Grassland,Allowed,
ESSFun,SU,Subalpine Shrub/Grassland,Allowed,
ESSFunp,SU,Subalpine Shrub/Grassland,Allowed,
ESSFvc,SU,Subalpine Shrub/Grassland,Error,SG
ESSFwc,SU,Subalpine Shrub/Grassland,Error,SG
ESSFwcp,SU,Subalpine Shrub/Grassland,Allowed,
ESSFwcw,SU,Subalpine Shrub/Grassland,Error,SG
ESSFwk,SU,Subalpine Shrub/Grassland,Error,SG
ESSFwv,SU,Subalpine Shrub/Grassland,Error,SG
ESSFwvp,SU,Subalpine Shrub/Grassland,Allowed,
ESSFxv,SU,Subalpine Shrub/Grassland,Error,SG
SWBmk,SU,Subalpine Shrub/Grassland,Allowed,
SWBmks,SU,Subalpine Shrub/Grassland,Allowed,
BWBSdk,SW,Shrub Swamp,Allowed,
BWBSmk,SW,Shrub Swamp,Allowed,
BWBSmw,SW,Shrub Swamp,Allowed,
BWBSwk,SW,Shrub Swamp,Allowed,
SBPSdc,SW,Shrub Swamp,Allowed,
SBPSmc,SW,Shrub Swamp,Allowed,
SBPSmk,SW,Shrub Swamp,Allowed,
SBSdh,SW,Shrub Swamp,Allowed,
SBSdk,SW,Shrub Swamp,Allowed,
SBSdw,SW,Shrub Swamp,Allowed,
SBSmc,SW,Shrub Swamp,Allowed,
SBSmh,SW,Shrub Swamp,Allowed,
SBSmk,SW,Shrub Swamp,Allowed,
SBSmw,SW,Shrub Swamp,Allowed,
SBSvk,SW,Shrub Swamp,Allowed,
SBSwk,SW,Shrub Swamp,Allowed,
SWBmk,SW,Shrub Swamp,Allowed,
SWBmks,SW,Shrub Swamp,Allowed,
BAFAun,TA,Talus,Allowed,
BAFAunp,TA,Talus,Allowed,
BWBSdk,TA,Talus,Allowed,
BWBSmk,TA,Talus,Allowed,
BWBSmw,TA,Talus,Allowed,
BWBSwk,TA,Talus,Allowed,
CMAun,TA,Talus,Allowed,
CMAunp,TA,Talus,Allowed,
CWHvm,TA,Talus,Allowed,
CWHws,TA,Talus,Allowed,
ESSFmc,TA,Talus,Allowed,
ESSFmcp,TA,Talus,Allowed,
ESSFmk,TA,Talus,Allowed,
ESSFmkp,TA,Talus,Allowed,
ESSFmm,TA,Talus,Allowed,
ESSFmmp,TA,Talus,Allowed,
ESSFmv,TA,Talus,Allowed,
ESSFmvp,TA,Talus,Allowed,
ESSFvc,TA,Talus,Allowed,
ESSFwc,TA,Talus,Allowed,
ESSFwcp,TA,Talus,Allowed,
ESSFwcw,TA,Talus,Allowed,
ESSFwk,TA,Talus,Allowed,
ESSFwv,TA,Talus,Allowed,
ESSFwvp,TA,Talus,Allowed,
ESSFxv,TA,Talus,Allowed,
ICHmc,TA,Talus,Allowed,
ICHmm,TA,Talus,Allowed,
ICHvk,TA,Talus,Allowed,
ICHwk,TA,Talus,Allowed,
IMAun,TA,Talus,Allowed,
MHmm,TA,Talus,Allowed,
MHmmp,TA,Talus,Allowed,
SBPSdc,TA,Talus,Allowed,
SBPSmc,TA,Talus,Allowed,
SBPSmk,TA,Talus,Allowed,
SBSdh,TA,Talus,Allowed,
SBSdk,TA,Talus,Allowed,
SBSdw,TA,Talus,Allowed,
SBSmc,TA,Talus,Allowed,
SBSmh,TA,Talus,Allowed,
SBSmk,TA,Talus,Allowed,
SBSmw,TA,Talus,Allowed,
SBSvk,TA,Talus,Allowed,
SBSwk,TA,Talus,Allowed,
SWBmk,TA,Talus,Allowed,
SWBmks,TA,Talus,Allowed,
ESSFmc,TB,Trembling Aspen - Balsam Poplar,Error,"Note error ""BEU assigned not allowed in this BGC"" (mapper needs to assess)"
ESSFmm,TB,Trembling Aspen - Balsam Poplar,Error,"Note error ""BEU assigned not allowed in this BGC"" (mapper needs to assess)"
ESSFmv,TB,Trembling Aspen - Balsam Poplar,Error,"Note error ""BEU assigned not allowed in this BGC"" (mapper needs to assess)"
ESSFvc,TB,Trembling Aspen - Balsam Poplar,Error,"Note error ""BEU assigned not allowed in this BGC"" (mapper needs to assess)"
ESSFwc,TB,Trembling Aspen - Balsam Poplar,Error,"Note error ""BEU assigned not allowed in this BGC"" (mapper needs to assess)"
ESSFwcw,TB,Trembling Aspen - Balsam Poplar,Error,"Note error ""BEU assigned not allowed in this BGC"" (mapper needs to assess)"
ESSFwk,TB,Trembling Aspen - Balsam Poplar,Error,"Note error ""BEU assigned not allowed in this BGC"" (mapper needs to assess)"
ESSFwv,TB,Trembling Aspen - Balsam Poplar,Error,"Note error ""BEU assigned not allowed in this BGC"" (mapper needs to assess)"
ESSFxv,TB,Trembling Aspen - Balsam Poplar,Error,"Note error ""BEU assigned not allowed in this BGC"" (mapper needs to assess)"
SBPSdc,TB,Trembling Aspen - Balsam Poplar,Error,SA
SBPSmc,TB,Trembling Aspen - Balsam Poplar,Error,SA
SBPSmk,TB,Trembling Aspen - Balsam Poplar,Error,SA
SBSdh,TB,Trembling Aspen - Balsam Poplar,Error,SA
SBSdk,TB,Trembling Aspen - Balsam Poplar,Error,SA
SBSdw,TB,Trembling Aspen - Balsam Poplar,Error,SA
SBSmc,TB,Trembling Aspen - Balsam Poplar,Error,SA
SBSmh,TB,Trembling Aspen - Balsam Poplar,Error,SA
SBSmk,TB,Trembling Aspen - Balsam Poplar,Error,SA
SBSmw,TB,Trembling Aspen - Balsam Poplar,Error,SA
SBSvk,TB,Trembling Aspen - Balsam Poplar,Error,SA
SBSwk,TB,Trembling Aspen - Balsam Poplar,Error,SA
SWBmk,TB,Trembling Aspen - Balsam Poplar,Allowed,
SWBmks,TB,Trembling Aspen - Balsam Poplar,Allowed,
BAFAun,TC,Transportation Corridor,Allowed,
BAFAunp,TC,Transportation Corridor,Allowed,
BWBSdk,TC,Transportation Corridor,Allowed,
BWBSmk,TC,Transportation Corridor,Allowed,
BWBSmw,TC,Transportation Corridor,Allowed,
BWBSwk,TC,Transportation Corridor,Allowed,
CWHws,TC,Transportation Corridor,Allowed,
ESSFmc,TC,Transportation Corridor,Allowed,
ESSFmcp,TC,Transportation Corridor,Allowed,
ESSFmm,TC,Transportation Corridor,Allowed,
ESSFmmp,TC,Transportation Corridor,Allowed,
ESSFmv,TC,Transportation Corridor,Allowed,
ESSFmvp,TC,Transportation Corridor,Allowed,
ESSFvc,TC,Transportation Corridor,Allowed,
ESSFwc,TC,Transportation Corridor,Allowed,
ESSFwcp,TC,Transportation Corridor,Allowed,
ESSFwcw,TC,Transportation Corridor,Allowed,
ESSFwk,TC,Transportation Corridor,Allowed,
ESSFwv,TC,Transportation Corridor,Allowed,
ESSFwvp,TC,Transportation Corridor,Allowed,
ESSFxv,TC,Transportation Corridor,Allowed,
ICHmm,TC,Transportation Corridor,Allowed,
SBPSdc,TC,Transportation Corridor,Allowed,
SBPSmc,TC,Transportation Corridor,Allowed,
SBPSmk,TC,Transportation Corridor,Allowed,
SBSdh,TC,Transportation Corridor,Allowed,
SBSdk,TC,Transportation Corridor,Allowed,
SBSdw,TC,Transportation Corridor,Allowed,
SBSmc,TC,Transportation Corridor,Allowed,
SBSmh,TC,Transportation Corridor,Allowed,
SBSmk,TC,Transportation Corridor,Allowed,
SBSmw,TC,Transportation Corridor,Allowed,
SBSvk,TC,Transportation Corridor,Allowed,
SBSwk,TC,Transportation Corridor,Allowed,
SWBmk,TC,Transportation Corridor,Allowed,
SWBmks,TC,Transportation Corridor,Allowed,
BWBSdk,TF,Tamarack Wetland,Allowed,
BWBSmk,TF,Tamarack Wetland,Allowed,
BWBSmw,TF,Tamarack Wetland,Allowed,
BWBSwk,TF,Tamarack Wetland,Allowed,
BAFAun,TR,Transmission Line,Allowed,
BAFAunp,TR,Transmission Line,Allowed,
BWBSdk,TR,Transmission Line,Allowed,
BWBSmk,TR,Transmission Line,Allowed,
BWBSmw,TR,Transmission Line,Allowed,
BWBSwk,TR,Transmission Line,Allowed,
ESSFmc,TR,Transmission Line,Allowed,
ESSFmcp,TR,Transmission Line,Allowed,
ESSFmm,TR,Transmission Line,Allowed,
ESSFmmp,TR,Transmission Line,Allowed,
ESSFmv,TR,Transmission Line,Allowed,
ESSFmvp,TR,Transmission Line,Allowed,
ESSFvc,TR,Transmission Line,Allowed,
ESSFwc,TR,Transmission Line,Allowed,
ESSFwcp,TR,Transmission Line,Allowed,
ESSFwcw,TR,Transmission Line,Allowed,
ESSFwk,TR,Transmission Line,Allowed,
ESSFwv,TR,Transmission Line,Allowed,
ESSFwvp,TR,Transmission Line,Allowed,
ESSFxv,TR,Transmission Line,Allowed,
SBPSdc,TR,Transmission Line,Allowed,
SBPSmc,TR,Transmission Line,Allowed,
SBPSmk,TR,Transmission Line,Allowed,
SBSdh,TR,Transmission Line,Allowed,
SBSdk,TR,Transmission Line,Allowed,
SBSdw,TR,Transmission Line,Allowed,
SBSmc,TR,Transmission Line,Allowed,
SBSmh,TR,Transmission Line,Allowed,
SBSmk,TR,Transmission Line,Allowed,
SBSmw,TR,Transmission Line,Allowed,
SBSvk,TR,Transmission Line,Allowed,
SBSwk,TR,Transmission Line,Allowed,
SWBmk,TR,Transmission Line,Allowed,
SWBmks,TR,Transmission Line,Allowed,
BAFAun,UR,Urban,Error,AT
BAFAunp,UR,Urban,Error,AT
BWBSdk,UR,Urban,Allowed,
BWBSmk,UR,Urban,Allowed,
BWBSmw,UR,Urban,Allowed,
BWBSwk,UR,Urban,Allowed,
CWHvh,UR,Urban,Allowed,
CWHvm,UR,Urban,Allowed,
CWHwm,UR,Urban,Allowed,
CWHws,UR,Urban,Allowed,
ESSFmc,UR,Urban,Allowed,
ESSFmm,UR,Urban,Allowed,
ESSFmv,UR,Urban,Allowed,
ESSFmvp,UR,Urban,Error,SU
ESSFvc,UR,Urban,Allowed,
ESSFwc,UR,Urban,Allowed,
ESSFwcw,UR,Urban,Allowed,
ESSFwk,UR,Urban,Allowed,
ESSFwv,UR,Urban,Allowed,
ESSFxv,UR,Urban,Allowed,
ICHmc,UR,Urban,Allowed,
ICHmm,UR,Urban,Allowed,
ICHvc,UR,Urban,Allowed,
ICHwk,UR,Urban,Allowed,
MHmm,UR,Urban,Allowed,
MHwh1,UR,Urban,Allowed,
SBPSdc,UR,Urban,Allowed,
SBPSmc,UR,Urban,Allowed,
SBPSmk,UR,Urban,Allowed,
SBSdh,UR,Urban,Allowed,
SBSdk,UR,Urban,Allowed,
SBSdw,UR,Urban,Allowed,
SBSmc,UR,Urban,Allowed,
SBSmh,UR,Urban,Allowed,
SBSmk,UR,Urban,Allowed,
SBSmw,UR,Urban,Allowed,
SBSvk,UR,Urban,Allowed,
SBSwk,UR,Urban,Allowed,
SWBmk,UR,Urban,Allowed,
SWBmks,UR,Urban,Allowed,
BAFAun,UV,Unvegetated,Error,AU
BAFAunp,UV,Unvegetated,Error,AU
BWBSdk,UV,Unvegetated,Allowed,
BWBSmk,UV,Unvegetated,Allowed,
BWBSmw,UV,Unvegetated,Allowed,
BWBSwk,UV,Unvegetated,Allowed,
CMAun,UV,Unvegetated,Error,AU
CWHvh,UV,Unvegetated,Allowed,
CWHvm,UV,Unvegetated,Allowed,
CWHwm,UV,Unvegetated,Allowed,
CWHws,UV,Unvegetated,Allowed,
ESSFmc,UV,Unvegetated,Allowed,
ESSFmcp,UV,Unvegetated,Allowed,
ESSFmk,UV,Unvegetated,Allowed,
ESSFmkp,UV,Unvegetated,Allowed,
ESSFmm,UV,Unvegetated,Allowed,
ESSFmmp,UV,Unvegetated,Allowed,
ESSFmv,UV,Unvegetated,Allowed,
ESSFmvp,UV,Unvegetated,Allowed,
ESSFun,UV,Unvegetated,Allowed,
ESSFunp,UV,Unvegetated,Allowed,
ESSFvc,UV,Unvegetated,Allowed,
ESSFwc,UV,Unvegetated,Allowed,
ESSFwcp,UV,Unvegetated,Allowed,
ESSFwcw,UV,Unvegetated,Allowed,
ESSFwk,UV,Unvegetated,Allowed,
ESSFwv,UV,Unvegetated,Allowed,
ESSFwvp,UV,Unvegetated,Allowed,
ESSFxv,UV,Unvegetated,Allowed,
ICHmc,UV,Unvegetated,Allowed,
ICHmm,UV,Unvegetated,Allowed,
ICHvc,UV,Unvegetated,Allowed,
ICHvk,UV,Unvegetated,Allowed,
ICHwk,UV,Unvegetated,Allowed,
IMAun,UV,Unvegetated,Allowed,
MHmm,UV,Unvegetated,Allowed,
MHmmp,UV,Unvegetated,Allowed,
MHwh1,UV,Unvegetated,Allowed,
MSxv,UV,Unvegetated,Allowed,
SBPSdc,UV,Unvegetated,Allowed,
SBPSmc,UV,Unvegetated,Allowed,
SBPSmk,UV,Unvegetated,Allowed,
SBSdh,UV,Unvegetated,Allowed,
SBSdk,UV,Unvegetated,Allowed,
SBSdw,UV,Unvegetated,Allowed,
SBSmc,UV,Unvegetated,Allowed,
SBSmh,UV,Unvegetated,Allowed,
SBSmk,UV,Unvegetated,Allowed,
SBSmw,UV,Unvegetated,Allowed,
SBSvk,UV,Unvegetated,Allowed,
SBSwk,UV,Unvegetated,Allowed,
SWBmk,UV,Unvegetated,Allowed,
SWBmks,UV,Unvegetated,Allowed,
BAFAun,WB,Whitebark Pine Subalpine,Allowed,
BAFAunp,WB,Whitebark Pine Subalpine,Allowed,
CMAun,WB,Whitebark Pine Subalpine,Allowed,
CWHws,WB,Whitebark Pine Subalpine,Error,FR
ESSFmc,WB,Whitebark Pine Subalpine,Allowed,
ESSFmcp,WB,Whitebark Pine Subalpine,Error,FB
ESSFmk,WB,Whitebark Pine Subalpine,Allowed,
ESSFmkp,WB,Whitebark Pine Subalpine,Allowed,
ESSFmm,WB,Whitebark Pine Subalpine,Allowed,
ESSFmv,WB,Whitebark Pine Subalpine,Allowed,
ESSFvc,WB,Whitebark Pine Subalpine,Allowed,
ESSFwc,WB,Whitebark Pine Subalpine,Allowed,
ESSFwcw,WB,Whitebark Pine Subalpine,Allowed,
ESSFwk,WB,Whitebark Pine Subalpine,Allowed,
ESSFwv,WB,Whitebark Pine Subalpine,Allowed,
ESSFxv,WB,Whitebark Pine Subalpine,Allowed,
MHmm,WB,Whitebark Pine Subalpine,Allowed,
MHmmp,WB,Whitebark Pine Subalpine,Allowed,
BWBSdk,WG,Hybrid White Spruce Bog Forest,Allowed,
BWBSmk,WG,Hybrid White Spruce Bog Forest,Allowed,
BWBSmw,WG,Hybrid White Spruce Bog Forest,Allowed,
BWBSwk,WG,Hybrid White Spruce Bog Forest,Allowed,
SBSdh,WG,Hybrid White Spruce Bog Forest,Allowed,
SBSdk,WG,Hybrid White Spruce Bog Forest,Allowed,
SBSdw,WG,Hybrid White Spruce Bog Forest,Allowed,
SBSmc,WG,Hybrid White Spruce Bog Forest,Allowed,
SBSmh,WG,Hybrid White Spruce Bog Forest,Allowed,
SBSmk,WG,Hybrid White Spruce Bog Forest,Allowed,
SBSmw,WG,Hybrid White Spruce Bog Forest,Allowed,
SBSvk,WG,Hybrid White Spruce Bog Forest,Allowed,
SBSwk,WG,Hybrid White Spruce Bog Forest,Allowed,
SWBmk,WG,Hybrid White Spruce Bog Forest,Error,BB
SWBmks,WG,Hybrid White Spruce Bog Forest,Error,BB
BAFAun,WL,Wetland,Allowed,
BAFAunp,WL,Wetland,Allowed,
BWBSdk,WL,Wetland,Allowed,
BWBSmk,WL,Wetland,Allowed,
BWBSmw,WL,Wetland,Allowed,
BWBSwk,WL,Wetland,Allowed,
CMAun,WL,Wetland,Allowed,
CWHvh,WL,Wetland,Allowed,
CWHvm,WL,Wetland,Allowed,
CWHwm,WL,Wetland,Allowed,
CWHws,WL,Wetland,Allowed,
ESSFmc,WL,Wetland,Allowed,
ESSFmcp,WL,Wetland,Allowed,
ESSFmk,WL,Wetland,Allowed,
ESSFmkp,WL,Wetland,Allowed,
ESSFmm,WL,Wetland,Allowed,
ESSFmmp,WL,Wetland,Allowed,
ESSFmv,WL,Wetland,Allowed,
ESSFmvp,WL,Wetland,Allowed,
ESSFun,WL,Wetland,Allowed,
ESSFunp,WL,Wetland,Allowed,
ESSFvc,WL,Wetland,Allowed,
ESSFwc,WL,Wetland,Allowed,
ESSFwcp,WL,Wetland,Allowed,
ESSFwcw,WL,Wetland,Allowed,
ESSFwk,WL,Wetland,Allowed,
ESSFwv,WL,Wetland,Allowed,
ESSFwvp,WL,Wetland,Allowed,
ESSFxv,WL,Wetland,Allowed,
ESSFxv,WL,Wetland,Allowed,
ICHmc,WL,Wetland,Allowed,
ICHmm,WL,Wetland,Allowed,
ICHvc,WL,Wetland,Allowed,
ICHvk,WL,Wetland,Allowed,
ICHwk,WL,Wetland,Allowed,
IMAun,WL,Wetland,Allowed,
MHmm,WL,Wetland,Allowed,
MHmmp,WL,Wetland,Allowed,
MHwh1,WL,Wetland,Allowed,
MSxv,WL,Wetland,Allowed,
SBPSdc,WL,Wetland,Allowed,
SBPSmc,WL,Wetland,Allowed,
SBPSmk,WL,Wetland,Allowed,
SBSdh,WL,Wetland,Allowed,
SBSdk,WL,Wetland,Allowed,
SBSdw,WL,Wetland,Allowed,
SBSmc,WL,Wetland,Allowed,
SBSmh,WL,Wetland,Allowed,
SBSmk,WL,Wetland,Allowed,
SBSmw,WL,Wetland,Allowed,
SBSun,WL,Wetland,Allowed,
SBSvk,WL,Wetland,Allowed,
SBSwk,WL,Wetland,Allowed,
SWBmk,WL,Wetland,Allowed,
SWBmks,WL,Wetland,Allowed,
BAFAun,WP,Subalpine Fir - Mountain Hemlock Wet Parkland,Allowed,
BAFAunp,WP,Subalpine Fir - Mountain Hemlock Wet Parkland,Allowed,
CWHws,WP,Subalpine Fir - Mountain Hemlock Wet Parkland,Error,FR
ESSFmc,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Allowed,
ESSFmcp,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Allowed,
ESSFmk,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Allowed,
ESSFmkp,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Allowed,
ESSFmm,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Allowed,
ESSFmmp,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Allowed,
ESSFmv,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Allowed,
ESSFmvp,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Allowed,
ESSFvc,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Allowed,
ESSFwc,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Allowed,
ESSFwcp,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Allowed,
ESSFwcw,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Allowed,
ESSFwk,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Allowed,
ESSFwv,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Allowed,
ESSFwvp,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Allowed,
ESSFxv,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Allowed,
ICHmc,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Error,SF
ICHvc,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Error,SF
MHmm,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Error,HP
MHmmp,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Error,HP
SBSdh,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Error,SL
SBSdk,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Error,SL
SBSdw,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Error,SL
SBSmc,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Error,SL
SBSmh,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Error,SL
SBSmk,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Error,SL
SBSmw,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Error,SL
SBSvk,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Error,SL
SBSwk,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Error,SL
SWBmk,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Error,BK
SWBmks,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Allowed,
ESSFunp,WP,Subalpine Fir- Mountain Hemlock Wet Parkland,Allowed,
BWBSdk,WR,White Spruce - Black Cottonwood Riparian,Error,PR
BWBSmk,WR,White Spruce - Black Cottonwood Riparian,Error,PR
BWBSmw,WR,White Spruce - Black Cottonwood Riparian,Error,PR
BWBSwk,WR,White Spruce - Black Cottonwood Riparian,Error,PR
CWHws,WR,White Spruce - Black Cottonwood Riparian,Error,SR
ESSFmc,WR,White Spruce - Black Cottonwood Riparian,Error,ER
ESSFmm,WR,White Spruce - Black Cottonwood Riparian,Error,ER
ESSFmv,WR,White Spruce - Black Cottonwood Riparian,Error,ER
ESSFvc,WR,White Spruce - Black Cottonwood Riparian,Error,ER
ESSFwc,WR,White Spruce - Black Cottonwood Riparian,Error,ER
ESSFwcw,WR,White Spruce - Black Cottonwood Riparian,Error,ER
ESSFwk,WR,White Spruce - Black Cottonwood Riparian,Error,ER
ESSFwv,WR,White Spruce - Black Cottonwood Riparian,Error,ER
ESSFxv,WR,White Spruce - Black Cottonwood Riparian,Error,ER
ICHmc,WR,White Spruce - Black Cottonwood Riparian,Allowed,
ICHmm,WR,White Spruce - Black Cottonwood Riparian,Error,SF
ICHvc,WR,White Spruce - Black Cottonwood Riparian,Allowed,
ICHvk,WR,White Spruce - Black Cottonwood Riparian,Error,SF
ICHwk,WR,White Spruce - Black Cottonwood Riparian,Error,SF
SBPSdc,WR,White Spruce - Black Cottonwood Riparian,Allowed,
SBPSmc,WR,White Spruce - Black Cottonwood Riparian,Allowed,
SBPSmk,WR,White Spruce - Black Cottonwood Riparian,Allowed,
SBSdh,WR,White Spruce - Black Cottonwood Riparian,Allowed,
SBSdk,WR,White Spruce - Black Cottonwood Riparian,Allowed,
SBSdw,WR,White Spruce - Black Cottonwood Riparian,Allowed,
SBSmc,WR,White Spruce - Black Cottonwood Riparian,Allowed,
SBSmh,WR,White Spruce - Black Cottonwood Riparian,Allowed,
SBSmk,WR,White Spruce - Black Cottonwood Riparian,Allowed,
SBSmw,WR,White Spruce - Black Cottonwood Riparian,Allowed,
SBSvk,WR,White Spruce - Black Cottonwood Riparian,Allowed,
SBSwk,WR,White Spruce - Black Cottonwood Riparian,Allowed,
SWBmk,WR,White Spruce - Black Cottonwood Riparian,Error,PR
SWBmks,WR,White Spruce - Black Cottonwood Riparian,Error,PR
SBSun,WR,White Spruce - Black Cottonwood Riparian,Allowed,
CWHvh,YB,Yellow-cedar Bog Forest,Allowed,
CWHvm,YB,Yellow-cedar Bog Forest,Allowed,
MHmm,YB,Yellow-cedar Bog Forest,Allowed,
MHmmp,YB,Yellow-cedar Bog Forest,Allowed,
MHwh1,YB,Yellow-cedar Bog Forest,Allowed,
MHwhp,YB,Yellow-cedar Bog Forest,Allowed,
CWHvh,YM,Yellow-cedar - Mountain Hemlock Forest ,Allowed,
CWHvm,YM,Yellow-cedar - Mountain Hemlock Forest ,Allowed,
MHmm,YM,Yellow-cedar - Mountain Hemlock Forest ,Allowed,
MHmmp,YM,Yellow-cedar - Mountain Hemlock Forest ,Allowed,
MHwh1,YM,Yellow-cedar - Mountain Hemlock Forest ,Allowed,
MHwhp,YM,Yellow-cedar - Mountain Hemlock Forest ,Allowed,
CWHvh,YS,Yellow-cedar Skunk Cabbage Swamp Forest ,Allowed,
CWHvm,YS,Yellow-cedar Skunk Cabbage Swamp Forest ,Allowed,
MHmm,YS,Yellow-cedar Skunk Cabbage Swamp Forest ,Allowed,
